 connect:0.009568s pretransfer:0.009723s starttransfer:0.014244s total:0.014389
 connect:0.040895s pretransfer:0.041058s starttransfer:0.044607s total:0.044743
 connect:0.049266s pretransfer:0.049706s starttransfer:0.053636s total:0.053821
 connect:0.036317s pretransfer:0.036458s starttransfer:0.040498s total:0.040650
 connect:0.048445s pretransfer:0.048603s starttransfer:0.052881s total:0.053042
 connect:0.028565s pretransfer:0.028719s starttransfer:0.033713s total:0.033866
 connect:0.033241s pretransfer:0.033400s starttransfer:0.037284s total:0.037402
 connect:0.026765s pretransfer:0.026924s starttransfer:0.031891s total:0.032031
 connect:0.035128s pretransfer:0.035239s starttransfer:0.038846s total:0.039196
 connect:0.028102s pretransfer:0.028215s starttransfer:0.033663s total:0.033841
 connect:0.030379s pretransfer:0.030565s starttransfer:0.035359s total:0.035482
 connect:0.039245s pretransfer:0.039357s starttransfer:0.045498s total:0.045633
 connect:0.041038s pretransfer:0.041150s starttransfer:0.045986s total:0.046125
 connect:0.026621s pretransfer:0.026861s starttransfer:0.031282s total:0.031405
 connect:0.032973s pretransfer:0.033094s starttransfer:0.036762s total:0.036903
 connect:0.014114s pretransfer:0.014214s starttransfer:0.017993s total:0.018141
 connect:0.029855s pretransfer:0.029993s starttransfer:0.033200s total:0.033326
 connect:0.029516s pretransfer:0.029634s starttransfer:0.032780s total:0.032895
 connect:0.033764s pretransfer:0.033907s starttransfer:0.038027s total:0.038154
 connect:0.029568s pretransfer:0.029684s starttransfer:0.032786s total:0.032909
 connect:0.025327s pretransfer:0.025507s starttransfer:0.029436s total:0.029559
 connect:0.037156s pretransfer:0.037276s starttransfer:0.041704s total:0.042247
 connect:0.025716s pretransfer:0.025860s starttransfer:0.030239s total:0.030360
 connect:0.025676s pretransfer:0.025799s starttransfer:0.030267s total:0.030399
 connect:0.028925s pretransfer:0.029078s starttransfer:0.032665s total:0.032806
 connect:0.030331s pretransfer:0.030459s starttransfer:0.034496s total:0.034653
 connect:0.187460s pretransfer:0.187597s starttransfer:0.195023s total:0.195152
 connect:0.027836s pretransfer:0.027998s starttransfer:0.034557s total:0.034763
 connect:0.041977s pretransfer:0.042122s starttransfer:0.050077s total:0.050247
 connect:0.031243s pretransfer:0.031426s starttransfer:0.038509s total:0.038711
 connect:0.023709s pretransfer:0.023850s starttransfer:0.030717s total:0.030896
 connect:0.027075s pretransfer:0.027290s starttransfer:0.033052s total:0.033211
 connect:0.045589s pretransfer:0.045754s starttransfer:0.049852s total:0.050051
 connect:0.048435s pretransfer:0.048626s starttransfer:0.058733s total:0.058888
 connect:0.039137s pretransfer:0.039291s starttransfer:0.044693s total:0.044832
 connect:0.023519s pretransfer:0.023759s starttransfer:0.029902s total:0.030031
 connect:0.022120s pretransfer:0.022243s starttransfer:0.027919s total:0.028043
 connect:0.034240s pretransfer:0.034402s starttransfer:0.042745s total:0.043009
 connect:0.038678s pretransfer:0.038831s starttransfer:0.047224s total:0.047354
 connect:0.048693s pretransfer:0.048927s starttransfer:0.056096s total:0.056335
 connect:0.030240s pretransfer:0.030441s starttransfer:0.036709s total:0.036882
 connect:0.028121s pretransfer:0.028271s starttransfer:0.033583s total:0.033739
 connect:0.026617s pretransfer:0.026798s starttransfer:0.033734s total:0.033890
 connect:0.043488s pretransfer:0.043645s starttransfer:0.047870s total:0.048047
 connect:0.018266s pretransfer:0.018441s starttransfer:0.027003s total:0.027211
 connect:0.028754s pretransfer:0.028902s starttransfer:0.034735s total:0.034867
 connect:0.032718s pretransfer:0.032997s starttransfer:0.044657s total:0.044803
 connect:0.031333s pretransfer:0.031501s starttransfer:0.037726s total:0.037880
 connect:0.039390s pretransfer:0.039560s starttransfer:0.045237s total:0.045410
 connect:0.029316s pretransfer:0.029481s starttransfer:0.035218s total:0.035397
 connect:0.034682s pretransfer:0.034898s starttransfer:0.039398s total:0.039543
 connect:0.027050s pretransfer:0.027199s starttransfer:0.030930s total:0.031058
 connect:0.029405s pretransfer:0.029537s starttransfer:0.036304s total:0.036659
 connect:0.034274s pretransfer:0.034461s starttransfer:0.039050s total:0.039203
 connect:0.035524s pretransfer:0.035665s starttransfer:0.039450s total:0.039629
 connect:0.032887s pretransfer:0.033021s starttransfer:0.036864s total:0.036996
 connect:0.026338s pretransfer:0.026502s starttransfer:0.031132s total:0.031264
 connect:0.024855s pretransfer:0.025058s starttransfer:0.029376s total:0.029493
 connect:0.026062s pretransfer:0.026189s starttransfer:0.029921s total:0.030050
 connect:0.028785s pretransfer:0.028920s starttransfer:0.032297s total:0.032453
 connect:0.026792s pretransfer:0.026923s starttransfer:0.029813s total:0.029945
 connect:0.023246s pretransfer:0.023396s starttransfer:0.029119s total:0.029444
 connect:0.029871s pretransfer:0.030025s starttransfer:0.036693s total:0.036826
 connect:0.024781s pretransfer:0.024905s starttransfer:0.030661s total:0.030845
 connect:0.025798s pretransfer:0.025895s starttransfer:0.031420s total:0.031558
 connect:0.024240s pretransfer:0.024386s starttransfer:0.030014s total:0.030140
 connect:0.029129s pretransfer:0.029263s starttransfer:0.032960s total:0.033121
 connect:0.199413s pretransfer:0.199586s starttransfer:0.204809s total:0.204967
 connect:0.041606s pretransfer:0.041790s starttransfer:0.046442s total:0.046608
 connect:0.026873s pretransfer:0.027044s starttransfer:0.033828s total:0.033956
 connect:0.029482s pretransfer:0.029654s starttransfer:0.037601s total:0.037750
 connect:0.035532s pretransfer:0.035677s starttransfer:0.044483s total:0.044647
 connect:0.039227s pretransfer:0.039387s starttransfer:0.051228s total:0.051398
 connect:0.157670s pretransfer:0.157825s starttransfer:0.165401s total:0.165590
 connect:0.038205s pretransfer:0.038380s starttransfer:0.047972s total:0.048140
 connect:0.025035s pretransfer:0.025217s starttransfer:0.034608s total:0.034788
 connect:0.035184s pretransfer:0.035339s starttransfer:0.045641s total:0.045818
 connect:0.032721s pretransfer:0.032877s starttransfer:0.041244s total:0.041417
 connect:0.033709s pretransfer:0.033922s starttransfer:0.040265s total:0.040429
 connect:0.047924s pretransfer:0.048315s starttransfer:0.058370s total:0.058522
 connect:0.048538s pretransfer:0.048685s starttransfer:0.054043s total:0.054208
 connect:0.025509s pretransfer:0.025650s starttransfer:0.030784s total:0.031021
 connect:0.021205s pretransfer:0.021341s starttransfer:0.028519s total:0.028681
 connect:0.030312s pretransfer:0.030573s starttransfer:0.037662s total:0.037794
 connect:0.023152s pretransfer:0.023311s starttransfer:0.031320s total:0.031468
 connect:0.036088s pretransfer:0.036244s starttransfer:0.042288s total:0.042456
 connect:0.028499s pretransfer:0.028637s starttransfer:0.034170s total:0.034334
 connect:0.025988s pretransfer:0.026133s starttransfer:0.031303s total:0.031430
 connect:0.031343s pretransfer:0.031482s starttransfer:0.037906s total:0.038073
 connect:0.027830s pretransfer:0.027931s starttransfer:0.033316s total:0.033469
 connect:0.023562s pretransfer:0.023670s starttransfer:0.027269s total:0.027399
 connect:0.027392s pretransfer:0.027549s starttransfer:0.034272s total:0.034520
 connect:0.034944s pretransfer:0.035061s starttransfer:0.040194s total:0.040384
 connect:0.028660s pretransfer:0.028825s starttransfer:0.033199s total:0.033330
 connect:0.026606s pretransfer:0.026722s starttransfer:0.030619s total:0.030749
 connect:0.022091s pretransfer:0.022258s starttransfer:0.027814s total:0.027945
 connect:0.022177s pretransfer:0.022320s starttransfer:0.027468s total:0.027608
 connect:0.022646s pretransfer:0.022828s starttransfer:0.027114s total:0.027240
 connect:0.025045s pretransfer:0.025152s starttransfer:0.029330s total:0.029478
 connect:0.026882s pretransfer:0.027020s starttransfer:0.032564s total:0.032697
 connect:0.023667s pretransfer:0.023851s starttransfer:0.030440s total:0.030577
 connect:0.015643s pretransfer:0.015789s starttransfer:0.019677s total:0.019806
 connect:0.012190s pretransfer:0.012356s starttransfer:0.018095s total:0.018284
 connect:0.032399s pretransfer:0.032584s starttransfer:0.037070s total:0.037189
 connect:0.032586s pretransfer:0.032699s starttransfer:0.040708s total:0.040862
 connect:0.028510s pretransfer:0.028622s starttransfer:0.032803s total:0.032919
 connect:0.148781s pretransfer:0.148945s starttransfer:0.154427s total:0.154654
 connect:0.032903s pretransfer:0.033020s starttransfer:0.042279s total:0.042443
 connect:0.031306s pretransfer:0.031538s starttransfer:0.041124s total:0.041309
 connect:0.023061s pretransfer:0.023221s starttransfer:0.032594s total:0.032769
 connect:0.038741s pretransfer:0.038907s starttransfer:0.043566s total:0.043721
 connect:0.034187s pretransfer:0.034313s starttransfer:0.040298s total:0.040455
 connect:0.034675s pretransfer:0.034807s starttransfer:0.041781s total:0.041906
 connect:0.033890s pretransfer:0.034046s starttransfer:0.044854s total:0.044987
 connect:0.036894s pretransfer:0.037058s starttransfer:0.050461s total:0.050639
 connect:0.042356s pretransfer:0.042573s starttransfer:0.051243s total:0.051390
 connect:0.019654s pretransfer:0.019808s starttransfer:0.025585s total:0.025716
 connect:0.030251s pretransfer:0.030412s starttransfer:0.035435s total:0.035618
 connect:0.043210s pretransfer:0.043386s starttransfer:0.052147s total:0.052318
 connect:0.021535s pretransfer:0.021683s starttransfer:0.030329s total:0.030480
 connect:0.038656s pretransfer:0.038912s starttransfer:0.049884s total:0.050022
 connect:0.041481s pretransfer:0.041728s starttransfer:0.047006s total:0.047143
 connect:0.043643s pretransfer:0.043996s starttransfer:0.051039s total:0.051171
 connect:0.043014s pretransfer:0.043127s starttransfer:0.055626s total:0.055773
 connect:0.034188s pretransfer:0.034347s starttransfer:0.040859s total:0.041033
 connect:0.025539s pretransfer:0.025712s starttransfer:0.033293s total:0.033429
 connect:0.026201s pretransfer:0.026328s starttransfer:0.031128s total:0.031276
 connect:0.027571s pretransfer:0.027735s starttransfer:0.033640s total:0.033795
 connect:0.033271s pretransfer:0.033508s starttransfer:0.039883s total:0.040054
 connect:0.044264s pretransfer:0.044485s starttransfer:0.049701s total:0.049833
 connect:0.027245s pretransfer:0.027465s starttransfer:0.031966s total:0.032105
 connect:0.020918s pretransfer:0.021023s starttransfer:0.025372s total:0.025491
 connect:0.025248s pretransfer:0.025425s starttransfer:0.029185s total:0.029306
 connect:0.025511s pretransfer:0.025647s starttransfer:0.029166s total:0.029291
 connect:0.038794s pretransfer:0.038951s starttransfer:0.043030s total:0.043167
 connect:0.037900s pretransfer:0.038041s starttransfer:0.041844s total:0.041972
 connect:0.023426s pretransfer:0.023560s starttransfer:0.027360s total:0.027513
 connect:0.041927s pretransfer:0.042067s starttransfer:0.048332s total:0.048470
 connect:0.023570s pretransfer:0.023823s starttransfer:0.029366s total:0.029490
 connect:0.021958s pretransfer:0.022246s starttransfer:0.026649s total:0.026767
 connect:0.026041s pretransfer:0.026186s starttransfer:0.030195s total:0.030331
 connect:0.023767s pretransfer:0.023954s starttransfer:0.029866s total:0.030029
 connect:0.041323s pretransfer:0.041568s starttransfer:0.045513s total:0.045635
 connect:0.038501s pretransfer:0.038651s starttransfer:0.043398s total:0.043574
 connect:0.031925s pretransfer:0.032085s starttransfer:0.038328s total:0.038468
 connect:0.031758s pretransfer:0.031992s starttransfer:0.042486s total:0.042611
 connect:0.026556s pretransfer:0.026724s starttransfer:0.036604s total:0.036800
 connect:0.034864s pretransfer:0.034995s starttransfer:0.043673s total:0.043808
 connect:0.025812s pretransfer:0.026055s starttransfer:0.032741s total:0.032884
 connect:0.035801s pretransfer:0.036014s starttransfer:0.044545s total:0.044751
 connect:0.028134s pretransfer:0.028259s starttransfer:0.033626s total:0.033767
 connect:0.048448s pretransfer:0.048598s starttransfer:0.061110s total:0.061244
 connect:0.037221s pretransfer:0.037394s starttransfer:0.043983s total:0.044195
 connect:0.019016s pretransfer:0.019179s starttransfer:0.026555s total:0.026708
 connect:0.023662s pretransfer:0.023805s starttransfer:0.028605s total:0.028768
 connect:0.031744s pretransfer:0.031889s starttransfer:0.035793s total:0.035963
 connect:0.036828s pretransfer:0.036956s starttransfer:0.042390s total:0.042593
 connect:0.032258s pretransfer:0.032488s starttransfer:0.039401s total:0.039565
 connect:0.039378s pretransfer:0.039782s starttransfer:0.044964s total:0.045095
 connect:0.045752s pretransfer:0.045974s starttransfer:0.055156s total:0.055287
 connect:0.026392s pretransfer:0.026554s starttransfer:0.039573s total:0.039749
 connect:0.031228s pretransfer:0.031388s starttransfer:0.042133s total:0.042328
 connect:0.042347s pretransfer:0.042484s starttransfer:0.061308s total:0.061560
 connect:0.040119s pretransfer:0.040274s starttransfer:0.053664s total:0.053966
 connect:0.038770s pretransfer:0.039070s starttransfer:0.051569s total:0.051700
 connect:0.028420s pretransfer:0.029176s starttransfer:0.036748s total:0.036874
 connect:0.056156s pretransfer:0.056330s starttransfer:0.060227s total:0.060374
 connect:0.054167s pretransfer:0.054329s starttransfer:0.061257s total:0.061436
 connect:0.055765s pretransfer:0.055957s starttransfer:0.064623s total:0.064765
 connect:0.025747s pretransfer:0.025871s starttransfer:0.031103s total:0.031253
 connect:0.024230s pretransfer:0.024563s starttransfer:0.028788s total:0.028914
 connect:0.030308s pretransfer:0.030456s starttransfer:0.034611s total:0.034733
 connect:0.025311s pretransfer:0.025478s starttransfer:0.030358s total:0.030504
 connect:0.039693s pretransfer:0.039838s starttransfer:0.043287s total:0.043417
 connect:0.033217s pretransfer:0.033590s starttransfer:0.037129s total:0.037247
 connect:0.011034s pretransfer:0.011172s starttransfer:0.016385s total:0.016657
 connect:0.057552s pretransfer:0.057777s starttransfer:0.066355s total:0.066520
 connect:0.026732s pretransfer:0.026948s starttransfer:0.035011s total:0.035166
 connect:0.027922s pretransfer:0.028065s starttransfer:0.037267s total:0.037409
 connect:0.026313s pretransfer:0.026487s starttransfer:0.037238s total:0.037402
 connect:0.037236s pretransfer:0.037442s starttransfer:0.048790s total:0.048929
 connect:0.033340s pretransfer:0.033478s starttransfer:0.040234s total:0.040393
 connect:0.040594s pretransfer:0.040765s starttransfer:0.047739s total:0.047879
 connect:0.030207s pretransfer:0.030355s starttransfer:0.046239s total:0.046365
 connect:0.025246s pretransfer:0.025386s starttransfer:0.032225s total:0.032347
 connect:0.040227s pretransfer:0.040375s starttransfer:0.049319s total:0.049454
 connect:0.041669s pretransfer:0.041827s starttransfer:0.054359s total:0.054562
 connect:0.040801s pretransfer:0.040957s starttransfer:0.079307s total:0.079473
 connect:0.041691s pretransfer:0.041859s starttransfer:0.047641s total:0.047813
 connect:0.061019s pretransfer:0.061239s starttransfer:0.067918s total:0.068079
 connect:0.024358s pretransfer:0.024513s starttransfer:0.032504s total:0.032653
 connect:0.046287s pretransfer:0.046505s starttransfer:0.053177s total:0.053339
 connect:0.028649s pretransfer:0.028789s starttransfer:0.035097s total:0.035236
 connect:0.018919s pretransfer:0.019698s starttransfer:0.032279s total:0.032404
 connect:0.025894s pretransfer:0.026163s starttransfer:0.039431s total:0.039591
 connect:0.025751s pretransfer:0.025877s starttransfer:0.036434s total:0.036574
 connect:0.034878s pretransfer:0.035003s starttransfer:0.047177s total:0.047336
 connect:0.020477s pretransfer:0.020803s starttransfer:0.028619s total:0.028774
 connect:0.023682s pretransfer:0.023849s starttransfer:0.032812s total:0.032974
 connect:0.029294s pretransfer:0.029428s starttransfer:0.037804s total:0.037967
 connect:0.028679s pretransfer:0.029064s starttransfer:0.041104s total:0.041233
 connect:0.030799s pretransfer:0.030977s starttransfer:0.046943s total:0.047102
 connect:0.030432s pretransfer:0.030557s starttransfer:0.039354s total:0.039484
 connect:0.021241s pretransfer:0.021413s starttransfer:0.032434s total:0.032593
 connect:0.025915s pretransfer:0.026084s starttransfer:0.029541s total:0.029666
 connect:0.031618s pretransfer:0.031783s starttransfer:0.036074s total:0.036244
 connect:0.025797s pretransfer:0.026002s starttransfer:0.030189s total:0.030323
 connect:0.026226s pretransfer:0.026387s starttransfer:0.029888s total:0.030014
 connect:0.026108s pretransfer:0.026266s starttransfer:0.036824s total:0.036979
 connect:0.027313s pretransfer:0.027439s starttransfer:0.034820s total:0.034945
 connect:0.035941s pretransfer:0.036048s starttransfer:0.042030s total:0.042224
 connect:0.024716s pretransfer:0.025028s starttransfer:0.030271s total:0.030410
 connect:0.019090s pretransfer:0.019200s starttransfer:0.029932s total:0.030054
 connect:0.033088s pretransfer:0.033228s starttransfer:0.042765s total:0.043007
 connect:0.025619s pretransfer:0.025736s starttransfer:0.029619s total:0.029771
 connect:0.042608s pretransfer:0.042779s starttransfer:0.052691s total:0.052826
 connect:0.013645s pretransfer:0.013784s starttransfer:0.022614s total:0.022731
 connect:0.019150s pretransfer:0.019295s starttransfer:0.029648s total:0.029776
 connect:0.041563s pretransfer:0.041733s starttransfer:0.051600s total:0.051809
 connect:0.037520s pretransfer:0.037711s starttransfer:0.047364s total:0.047535
 connect:0.040632s pretransfer:0.040817s starttransfer:0.044716s total:0.044872
 connect:0.043801s pretransfer:0.043952s starttransfer:0.052180s total:0.052324
 connect:0.028192s pretransfer:0.028351s starttransfer:0.035358s total:0.035511
 connect:0.016911s pretransfer:0.017081s starttransfer:0.027932s total:0.028167
 connect:0.034313s pretransfer:0.034473s starttransfer:0.049118s total:0.049315
 connect:0.037262s pretransfer:0.037420s starttransfer:0.044695s total:0.044851
 connect:0.054007s pretransfer:0.054155s starttransfer:0.064349s total:0.064531
 connect:0.060261s pretransfer:0.060578s starttransfer:0.077819s total:0.077971
 connect:0.010937s pretransfer:0.011071s starttransfer:0.016795s total:0.016954
 connect:0.019261s pretransfer:0.019623s starttransfer:0.031048s total:0.031183
 connect:0.010893s pretransfer:0.011075s starttransfer:0.021572s total:0.021964
 connect:0.081738s pretransfer:0.081898s starttransfer:0.094169s total:0.094378
 connect:0.039202s pretransfer:0.039374s starttransfer:0.046089s total:0.046260
 connect:0.036858s pretransfer:0.036983s starttransfer:0.045070s total:0.045204
 connect:0.026005s pretransfer:0.026116s starttransfer:0.034062s total:0.034209
 connect:0.025502s pretransfer:0.025725s starttransfer:0.039018s total:0.039168
 connect:0.026937s pretransfer:0.027090s starttransfer:0.037058s total:0.037194
 connect:0.048659s pretransfer:0.048832s starttransfer:0.054403s total:0.054593
 connect:0.033997s pretransfer:0.034140s starttransfer:0.045557s total:0.045694
 connect:0.031310s pretransfer:0.031545s starttransfer:0.046185s total:0.046331
 connect:0.031362s pretransfer:0.031479s starttransfer:0.035853s total:0.036018
 connect:0.026991s pretransfer:0.027122s starttransfer:0.036786s total:0.036906
 connect:0.025698s pretransfer:0.025808s starttransfer:0.030240s total:0.030389
 connect:0.024010s pretransfer:0.024180s starttransfer:0.027976s total:0.028152
 connect:0.031008s pretransfer:0.031140s starttransfer:0.037314s total:0.037458
 connect:0.022550s pretransfer:0.022928s starttransfer:0.028987s total:0.029428
 connect:0.028324s pretransfer:0.028456s starttransfer:0.034803s total:0.034946
 connect:0.023966s pretransfer:0.024109s starttransfer:0.028146s total:0.028269
 connect:0.024807s pretransfer:0.024910s starttransfer:0.028612s total:0.028734
 connect:0.024607s pretransfer:0.024789s starttransfer:0.030811s total:0.030930
 connect:0.022690s pretransfer:0.022810s starttransfer:0.030131s total:0.030304
 connect:0.026939s pretransfer:0.027073s starttransfer:0.030945s total:0.031073
 connect:0.029541s pretransfer:0.029689s starttransfer:0.033665s total:0.033802
 connect:0.033568s pretransfer:0.033771s starttransfer:0.036967s total:0.037087
 connect:0.024423s pretransfer:0.024574s starttransfer:0.028293s total:0.028433
 connect:0.051648s pretransfer:0.051960s starttransfer:0.060603s total:0.060752
 connect:0.150952s pretransfer:0.151072s starttransfer:0.155121s total:0.155517
 connect:0.025479s pretransfer:0.025698s starttransfer:0.031894s total:0.032017
 connect:0.028801s pretransfer:0.028964s starttransfer:0.034912s total:0.035058
 connect:0.061344s pretransfer:0.061510s starttransfer:0.072222s total:0.072462
 connect:0.034734s pretransfer:0.035037s starttransfer:0.044405s total:0.044543
 connect:0.024340s pretransfer:0.024488s starttransfer:0.032102s total:0.032241
 connect:0.025316s pretransfer:0.025427s starttransfer:0.034605s total:0.034784
 connect:0.030132s pretransfer:0.030256s starttransfer:0.034007s total:0.034143
 connect:0.029729s pretransfer:0.029891s starttransfer:0.041017s total:0.041174
 connect:0.036866s pretransfer:0.037037s starttransfer:0.046502s total:0.046671
 connect:0.027850s pretransfer:0.028001s starttransfer:0.036918s total:0.037083
 connect:0.018589s pretransfer:0.018809s starttransfer:0.034725s total:0.034863
 connect:0.032757s pretransfer:0.032910s starttransfer:0.041487s total:0.041615
 connect:0.021968s pretransfer:0.022124s starttransfer:0.030689s total:0.030821
 connect:0.024271s pretransfer:0.024497s starttransfer:0.030222s total:0.030373
 connect:0.033562s pretransfer:0.033833s starttransfer:0.041371s total:0.041509
 connect:0.038082s pretransfer:0.038267s starttransfer:0.046466s total:0.046620
 connect:0.037882s pretransfer:0.038145s starttransfer:0.045910s total:0.046086
 connect:0.032574s pretransfer:0.032732s starttransfer:0.038083s total:0.038249
 connect:0.037254s pretransfer:0.037438s starttransfer:0.043358s total:0.043511
 connect:0.022493s pretransfer:0.022740s starttransfer:0.030582s total:0.030708
 connect:0.026688s pretransfer:0.026844s starttransfer:0.031733s total:0.031885
 connect:0.046688s pretransfer:0.046842s starttransfer:0.058693s total:0.058828
 connect:0.032927s pretransfer:0.033079s starttransfer:0.041868s total:0.042002
 connect:0.034360s pretransfer:0.034485s starttransfer:0.038756s total:0.038913
 connect:0.026370s pretransfer:0.026515s starttransfer:0.030128s total:0.030247
 connect:0.025785s pretransfer:0.025906s starttransfer:0.030877s total:0.030995
 connect:0.023393s pretransfer:0.023546s starttransfer:0.026966s total:0.027093
 connect:0.024096s pretransfer:0.024297s starttransfer:0.030904s total:0.031062
 connect:0.023630s pretransfer:0.023767s starttransfer:0.027390s total:0.027514
 connect:0.030825s pretransfer:0.031093s starttransfer:0.035883s total:0.036038
 connect:0.024441s pretransfer:0.024564s starttransfer:0.028249s total:0.028371
 connect:0.020229s pretransfer:0.020362s starttransfer:0.025692s total:0.025830
 connect:0.027588s pretransfer:0.027732s starttransfer:0.033414s total:0.033547
 connect:0.029323s pretransfer:0.029467s starttransfer:0.035454s total:0.035737
 connect:0.029671s pretransfer:0.029834s starttransfer:0.035667s total:0.035815
 connect:0.020597s pretransfer:0.020777s starttransfer:0.026384s total:0.026542
 connect:0.027823s pretransfer:0.027967s starttransfer:0.033347s total:0.033518
 connect:0.017120s pretransfer:0.017265s starttransfer:0.021452s total:0.021594
 connect:0.017419s pretransfer:0.017554s starttransfer:0.021289s total:0.021464
 connect:0.035475s pretransfer:0.035613s starttransfer:0.040647s total:0.040791
 connect:0.027325s pretransfer:0.027560s starttransfer:0.034004s total:0.034121
 connect:0.023405s pretransfer:0.023521s starttransfer:0.033837s total:0.034006
 connect:0.042240s pretransfer:0.042401s starttransfer:0.050043s total:0.050230
 connect:0.039528s pretransfer:0.040002s starttransfer:0.050810s total:0.051031
 connect:0.035449s pretransfer:0.035602s starttransfer:0.051416s total:0.051682
 connect:0.059057s pretransfer:0.059256s starttransfer:0.066416s total:0.066638
 connect:0.048818s pretransfer:0.049004s starttransfer:0.056865s total:0.057155
 connect:0.051032s pretransfer:0.051191s starttransfer:0.054558s total:0.054691
 connect:0.051728s pretransfer:0.051980s starttransfer:0.063979s total:0.064188
 connect:0.037627s pretransfer:0.037781s starttransfer:0.046484s total:0.046711
 connect:0.044509s pretransfer:0.044643s starttransfer:0.056604s total:0.056761
 connect:0.043862s pretransfer:0.044363s starttransfer:0.051720s total:0.051897
 connect:0.058162s pretransfer:0.058451s starttransfer:0.067470s total:0.067924
 connect:0.041715s pretransfer:0.043721s starttransfer:0.058640s total:0.058821
 connect:0.111476s pretransfer:0.111715s starttransfer:0.120071s total:0.120435
 connect:0.009661s pretransfer:0.009822s starttransfer:0.023503s total:0.023654
 connect:0.047386s pretransfer:0.047746s starttransfer:0.061988s total:0.062252
 connect:0.048575s pretransfer:0.048817s starttransfer:0.056677s total:0.057142
 connect:0.032198s pretransfer:0.032348s starttransfer:0.037703s total:0.037875
 connect:0.036950s pretransfer:0.037119s starttransfer:0.042746s total:0.042877
 connect:0.042256s pretransfer:0.042400s starttransfer:0.048284s total:0.048472
 connect:0.022308s pretransfer:0.022463s starttransfer:0.032827s total:0.032986
 connect:0.030025s pretransfer:0.030167s starttransfer:0.043396s total:0.043609
 connect:0.035212s pretransfer:0.035461s starttransfer:0.040807s total:0.041014
 connect:0.031472s pretransfer:0.031604s starttransfer:0.036697s total:0.036849
 connect:0.027017s pretransfer:0.027189s starttransfer:0.032200s total:0.032518
 connect:0.027553s pretransfer:0.027691s starttransfer:0.035934s total:0.036070
 connect:0.023309s pretransfer:0.023541s starttransfer:0.030502s total:0.030653
 connect:0.027839s pretransfer:0.027976s starttransfer:0.032329s total:0.032589
 connect:0.033276s pretransfer:0.033411s starttransfer:0.040172s total:0.040352
 connect:0.037711s pretransfer:0.038091s starttransfer:0.046263s total:0.046395
 connect:0.059304s pretransfer:0.059470s starttransfer:0.072883s total:0.073045
 connect:0.023264s pretransfer:0.023375s starttransfer:0.032385s total:0.032592
 connect:0.017763s pretransfer:0.017878s starttransfer:0.029474s total:0.029661
 connect:0.036329s pretransfer:0.036576s starttransfer:0.046034s total:0.046196
 connect:0.055134s pretransfer:0.055291s starttransfer:0.068023s total:0.068194
 connect:0.038441s pretransfer:0.038625s starttransfer:0.048607s total:0.048760
 connect:0.028670s pretransfer:0.028790s starttransfer:0.033897s total:0.034032
 connect:0.052542s pretransfer:0.052750s starttransfer:0.065290s total:0.065446
 connect:0.033668s pretransfer:0.033837s starttransfer:0.040123s total:0.040262
 connect:0.033052s pretransfer:0.033198s starttransfer:0.046058s total:0.046194
 connect:0.034828s pretransfer:0.034983s starttransfer:0.044580s total:0.044748
 connect:0.031624s pretransfer:0.031783s starttransfer:0.043135s total:0.043306
 connect:0.050599s pretransfer:0.050766s starttransfer:0.058157s total:0.058840
 connect:0.033885s pretransfer:0.034038s starttransfer:0.043048s total:0.043218
 connect:0.041242s pretransfer:0.041419s starttransfer:0.047642s total:0.047819
 connect:0.034449s pretransfer:0.034665s starttransfer:0.045038s total:0.045198
 connect:0.032277s pretransfer:0.032419s starttransfer:0.041087s total:0.041252
 connect:0.056317s pretransfer:0.056465s starttransfer:0.069097s total:0.069336
 connect:0.050051s pretransfer:0.050323s starttransfer:0.061053s total:0.061278
 connect:0.040263s pretransfer:0.040424s starttransfer:0.046566s total:0.046735
 connect:0.033916s pretransfer:0.034097s starttransfer:0.043959s total:0.044131
 connect:0.031065s pretransfer:0.031253s starttransfer:0.046708s total:0.046838
 connect:0.032484s pretransfer:0.032727s starttransfer:0.041799s total:0.041946
 connect:0.023844s pretransfer:0.024024s starttransfer:0.037066s total:0.037218
 connect:0.028343s pretransfer:0.028486s starttransfer:0.031801s total:0.031932
 connect:0.023936s pretransfer:0.024140s starttransfer:0.028946s total:0.029177
 connect:0.030095s pretransfer:0.030225s starttransfer:0.033870s total:0.033987
 connect:0.019943s pretransfer:0.020049s starttransfer:0.023345s total:0.023490
 connect:0.018396s pretransfer:0.018524s starttransfer:0.021552s total:0.021667
 connect:0.028029s pretransfer:0.028190s starttransfer:0.035090s total:0.035312
 connect:0.028654s pretransfer:0.028809s starttransfer:0.032971s total:0.033108
 connect:0.025645s pretransfer:0.025761s starttransfer:0.029411s total:0.029538
 connect:0.027212s pretransfer:0.027380s starttransfer:0.032767s total:0.032965
 connect:0.021831s pretransfer:0.021975s starttransfer:0.026229s total:0.026362
 connect:0.024932s pretransfer:0.025073s starttransfer:0.029504s total:0.029649
 connect:0.027068s pretransfer:0.027190s starttransfer:0.031746s total:0.031872
 connect:0.027374s pretransfer:0.027521s starttransfer:0.030856s total:0.031005
 connect:0.023798s pretransfer:0.023958s starttransfer:0.028053s total:0.028215
 connect:0.018807s pretransfer:0.018942s starttransfer:0.022365s total:0.022504
 connect:0.028873s pretransfer:0.029032s starttransfer:0.032734s total:0.032869
