 connect:0.129181s pretransfer:0.129270s starttransfer:0.194627s total:0.194673
 connect:0.028135s pretransfer:0.028323s starttransfer:0.042150s total:0.042215
 connect:0.027242s pretransfer:0.027375s starttransfer:0.035975s total:0.036054
 connect:0.024198s pretransfer:0.024316s starttransfer:0.031633s total:0.031688
 connect:0.024133s pretransfer:0.024270s starttransfer:0.032867s total:0.033031
 connect:0.035219s pretransfer:0.035382s starttransfer:0.043884s total:0.043953
 connect:0.022338s pretransfer:0.022469s starttransfer:0.029222s total:0.029278
 connect:0.028729s pretransfer:0.028858s starttransfer:0.035286s total:0.035351
 connect:0.019194s pretransfer:0.019301s starttransfer:0.025636s total:0.025692
 connect:0.038067s pretransfer:0.038165s starttransfer:0.043500s total:0.043550
 connect:0.029630s pretransfer:0.029753s starttransfer:0.035626s total:0.035684
 connect:0.025898s pretransfer:0.025999s starttransfer:0.031447s total:0.031502
 connect:0.021259s pretransfer:0.021364s starttransfer:0.029974s total:0.030030
 connect:0.027451s pretransfer:0.027527s starttransfer:0.035513s total:0.035562
 connect:0.025777s pretransfer:0.025893s starttransfer:0.031499s total:0.031550
 connect:0.031826s pretransfer:0.031944s starttransfer:0.037516s total:0.037570
 connect:0.025596s pretransfer:0.025717s starttransfer:0.032618s total:0.032667
 connect:0.024863s pretransfer:0.025029s starttransfer:0.031301s total:0.031364
 connect:0.026844s pretransfer:0.026951s starttransfer:0.034027s total:0.034090
 connect:0.025887s pretransfer:0.025992s starttransfer:0.031842s total:0.031894
 connect:0.020815s pretransfer:0.020930s starttransfer:0.027048s total:0.027114
 connect:0.023889s pretransfer:0.023995s starttransfer:0.030179s total:0.030246
 connect:0.027002s pretransfer:0.027099s starttransfer:0.034107s total:0.034167
 connect:0.021432s pretransfer:0.021525s starttransfer:0.028649s total:0.028710
 connect:0.134987s pretransfer:0.135108s starttransfer:0.142242s total:0.142305
 connect:0.021616s pretransfer:0.021745s starttransfer:0.033289s total:0.033359
 connect:0.034977s pretransfer:0.035142s starttransfer:0.048713s total:0.048786
 connect:0.028517s pretransfer:0.028653s starttransfer:0.036170s total:0.036232
 connect:0.041418s pretransfer:0.041552s starttransfer:0.052350s total:0.052410
 connect:0.050552s pretransfer:0.050679s starttransfer:0.058405s total:0.058466
 connect:0.026932s pretransfer:0.027034s starttransfer:0.038230s total:0.038298
 connect:0.031824s pretransfer:0.031940s starttransfer:0.040796s total:0.040856
 connect:0.023548s pretransfer:0.023704s starttransfer:0.035385s total:0.035475
 connect:0.026304s pretransfer:0.026450s starttransfer:0.037835s total:0.037908
 connect:0.042864s pretransfer:0.043000s starttransfer:0.052644s total:0.052719
 connect:0.043073s pretransfer:0.043226s starttransfer:0.051567s total:0.051640
 connect:0.032202s pretransfer:0.032334s starttransfer:0.041499s total:0.041568
 connect:0.036739s pretransfer:0.036854s starttransfer:0.044476s total:0.044535
 connect:0.028179s pretransfer:0.028346s starttransfer:0.036376s total:0.036431
 connect:0.040345s pretransfer:0.040486s starttransfer:0.052862s total:0.052932
 connect:0.042685s pretransfer:0.042818s starttransfer:0.054181s total:0.054247
 connect:0.036641s pretransfer:0.036790s starttransfer:0.046620s total:0.046700
 connect:0.008637s pretransfer:0.008754s starttransfer:0.017059s total:0.017117
 connect:0.030010s pretransfer:0.030126s starttransfer:0.038648s total:0.038708
 connect:0.036849s pretransfer:0.036993s starttransfer:0.044465s total:0.044543
 connect:0.036266s pretransfer:0.036377s starttransfer:0.044785s total:0.044848
 connect:0.032666s pretransfer:0.032785s starttransfer:0.038688s total:0.038752
 connect:0.025556s pretransfer:0.025648s starttransfer:0.031185s total:0.031236
 connect:0.025979s pretransfer:0.026073s starttransfer:0.031704s total:0.031762
 connect:0.026191s pretransfer:0.026316s starttransfer:0.032850s total:0.032903
 connect:0.027490s pretransfer:0.027620s starttransfer:0.033746s total:0.033815
 connect:0.025580s pretransfer:0.025709s starttransfer:0.032122s total:0.032179
 connect:0.030391s pretransfer:0.030551s starttransfer:0.037186s total:0.037262
 connect:0.023713s pretransfer:0.023819s starttransfer:0.029858s total:0.029911
 connect:0.022826s pretransfer:0.022985s starttransfer:0.029035s total:0.029082
 connect:0.031909s pretransfer:0.032031s starttransfer:0.038761s total:0.038808
 connect:0.020573s pretransfer:0.020694s starttransfer:0.028222s total:0.028272
 connect:0.021877s pretransfer:0.021975s starttransfer:0.027841s total:0.027906
 connect:0.039429s pretransfer:0.039553s starttransfer:0.047184s total:0.047235
 connect:0.036122s pretransfer:0.036263s starttransfer:0.047803s total:0.047858
 connect:0.028295s pretransfer:0.028403s starttransfer:0.034717s total:0.034790
 connect:0.038533s pretransfer:0.038659s starttransfer:0.045844s total:0.045900
 connect:0.018105s pretransfer:0.023851s starttransfer:0.032468s total:0.032533
 connect:0.023288s pretransfer:0.023386s starttransfer:0.036099s total:0.036156
 connect:0.037914s pretransfer:0.038051s starttransfer:0.050002s total:0.050066
 connect:0.026718s pretransfer:0.026833s starttransfer:0.036444s total:0.036518
 connect:0.043481s pretransfer:0.043657s starttransfer:0.053750s total:0.053825
 connect:0.032317s pretransfer:0.032454s starttransfer:0.041396s total:0.041461
 connect:0.032401s pretransfer:0.032573s starttransfer:0.040221s total:0.040284
 connect:0.026772s pretransfer:0.026931s starttransfer:0.035160s total:0.035221
 connect:0.035260s pretransfer:0.035433s starttransfer:0.046184s total:0.046246
 connect:0.033584s pretransfer:0.033722s starttransfer:0.042162s total:0.042220
 connect:0.036129s pretransfer:0.036261s starttransfer:0.044797s total:0.044867
 connect:0.025521s pretransfer:0.025631s starttransfer:0.034213s total:0.034282
 connect:0.035153s pretransfer:0.035300s starttransfer:0.044358s total:0.044419
 connect:0.037889s pretransfer:0.038042s starttransfer:0.052730s total:0.052794
 connect:0.033524s pretransfer:0.033686s starttransfer:0.041960s total:0.042030
 connect:0.033794s pretransfer:0.033907s starttransfer:0.044477s total:0.044536
 connect:0.038769s pretransfer:0.038906s starttransfer:0.047548s total:0.047635
 connect:0.025285s pretransfer:0.025397s starttransfer:0.032967s total:0.033035
 connect:0.026329s pretransfer:0.026471s starttransfer:0.035663s total:0.035731
 connect:0.028701s pretransfer:0.028828s starttransfer:0.037310s total:0.037379
 connect:0.030814s pretransfer:0.030952s starttransfer:0.039253s total:0.039325
 connect:0.051124s pretransfer:0.051265s starttransfer:0.064743s total:0.064803
 connect:0.039544s pretransfer:0.039687s starttransfer:0.048791s total:0.048858
 connect:0.028632s pretransfer:0.028733s starttransfer:0.037210s total:0.037270
 connect:0.026831s pretransfer:0.026960s starttransfer:0.033699s total:0.033750
 connect:0.025910s pretransfer:0.026005s starttransfer:0.033938s total:0.033990
 connect:0.027958s pretransfer:0.028061s starttransfer:0.038175s total:0.038230
 connect:0.026749s pretransfer:0.026869s starttransfer:0.033525s total:0.033584
 connect:0.026062s pretransfer:0.026193s starttransfer:0.032431s total:0.032500
 connect:0.027068s pretransfer:0.027196s starttransfer:0.033738s total:0.033792
 connect:0.026266s pretransfer:0.026401s starttransfer:0.034089s total:0.034142
 connect:0.026958s pretransfer:0.027064s starttransfer:0.033621s total:0.033675
 connect:0.025936s pretransfer:0.026060s starttransfer:0.032656s total:0.032711
 connect:0.025232s pretransfer:0.025388s starttransfer:0.031282s total:0.031349
 connect:0.024684s pretransfer:0.024783s starttransfer:0.032065s total:0.032116
 connect:0.022696s pretransfer:0.022797s starttransfer:0.029594s total:0.029643
 connect:0.022577s pretransfer:0.022701s starttransfer:0.029469s total:0.029524
 connect:0.026235s pretransfer:0.026334s starttransfer:0.033861s total:0.033916
 connect:0.023754s pretransfer:0.023899s starttransfer:0.029617s total:0.029671
 connect:0.039338s pretransfer:0.039572s starttransfer:0.049253s total:0.049307
 connect:0.037265s pretransfer:0.037401s starttransfer:0.052000s total:0.052058
 connect:0.142616s pretransfer:0.142719s starttransfer:0.149856s total:0.149919
 connect:0.029304s pretransfer:0.029415s starttransfer:0.040037s total:0.040102
 connect:0.030676s pretransfer:0.030830s starttransfer:0.040630s total:0.040705
 connect:0.071655s pretransfer:0.071813s starttransfer:0.079597s total:0.079659
 connect:0.032172s pretransfer:0.032334s starttransfer:0.041038s total:0.041107
 connect:0.033306s pretransfer:0.033455s starttransfer:0.045566s total:0.045638
 connect:0.041256s pretransfer:0.041406s starttransfer:0.053031s total:0.053091
 connect:0.040181s pretransfer:0.040330s starttransfer:0.051133s total:0.051204
 connect:0.047881s pretransfer:0.048080s starttransfer:0.060762s total:0.060835
 connect:0.031098s pretransfer:0.031210s starttransfer:0.038683s total:0.038739
 connect:0.026211s pretransfer:0.026362s starttransfer:0.034807s total:0.034865
 connect:0.027875s pretransfer:0.028011s starttransfer:0.036349s total:0.036404
 connect:0.019241s pretransfer:0.019385s starttransfer:0.032674s total:0.032742
 connect:0.030944s pretransfer:0.031229s starttransfer:0.045654s total:0.045716
 connect:0.040177s pretransfer:0.040325s starttransfer:0.047600s total:0.047660
 connect:0.040336s pretransfer:0.040498s starttransfer:0.047379s total:0.047446
 connect:0.038418s pretransfer:0.038559s starttransfer:0.050057s total:0.050116
 connect:0.032100s pretransfer:0.032352s starttransfer:0.039996s total:0.040056
 connect:0.027462s pretransfer:0.027605s starttransfer:0.042012s total:0.042072
 connect:0.039416s pretransfer:0.039537s starttransfer:0.045937s total:0.045998
 connect:0.050949s pretransfer:0.051112s starttransfer:0.063085s total:0.063147
 connect:0.040424s pretransfer:0.040576s starttransfer:0.047189s total:0.047258
 connect:0.043277s pretransfer:0.043514s starttransfer:0.051340s total:0.051415
 connect:0.033421s pretransfer:0.033655s starttransfer:0.040370s total:0.040426
 connect:0.043454s pretransfer:0.043615s starttransfer:0.049747s total:0.049806
 connect:0.027507s pretransfer:0.027600s starttransfer:0.033665s total:0.033714
 connect:0.024606s pretransfer:0.024742s starttransfer:0.031615s total:0.031665
 connect:0.023672s pretransfer:0.023803s starttransfer:0.029892s total:0.029946
 connect:0.028874s pretransfer:0.029007s starttransfer:0.034793s total:0.034845
 connect:0.054393s pretransfer:0.054568s starttransfer:0.061164s total:0.061219
 connect:0.032068s pretransfer:0.032215s starttransfer:0.038899s total:0.038971
 connect:0.025729s pretransfer:0.025864s starttransfer:0.034525s total:0.034594
 connect:0.038382s pretransfer:0.038505s starttransfer:0.047250s total:0.047318
 connect:0.025090s pretransfer:0.025192s starttransfer:0.031180s total:0.031233
 connect:0.024701s pretransfer:0.024797s starttransfer:0.031353s total:0.031412
 connect:0.021532s pretransfer:0.021631s starttransfer:0.028675s total:0.028724
 connect:0.022660s pretransfer:0.022761s starttransfer:0.028973s total:0.029028
 connect:0.034549s pretransfer:0.034693s starttransfer:0.042021s total:0.042100
 connect:0.030018s pretransfer:0.030147s starttransfer:0.036757s total:0.036813
 connect:0.023071s pretransfer:0.023202s starttransfer:0.029518s total:0.029588
 connect:0.032478s pretransfer:0.032583s starttransfer:0.041691s total:0.041745
 connect:0.023192s pretransfer:0.023306s starttransfer:0.030048s total:0.030106
 connect:0.028709s pretransfer:0.028832s starttransfer:0.039248s total:0.039311
 connect:0.020207s pretransfer:0.020332s starttransfer:0.031831s total:0.031886
 connect:0.029425s pretransfer:0.029548s starttransfer:0.037602s total:0.037665
 connect:0.037194s pretransfer:0.037328s starttransfer:0.045566s total:0.045659
 connect:0.035349s pretransfer:0.035487s starttransfer:0.044890s total:0.044953
 connect:0.024844s pretransfer:0.024994s starttransfer:0.036160s total:0.036232
 connect:0.026740s pretransfer:0.026849s starttransfer:0.039057s total:0.039116
 connect:0.037758s pretransfer:0.037896s starttransfer:0.050688s total:0.050753
 connect:0.026836s pretransfer:0.026979s starttransfer:0.034875s total:0.034935
 connect:0.048165s pretransfer:0.048309s starttransfer:0.060426s total:0.060487
 connect:0.030954s pretransfer:0.031104s starttransfer:0.038642s total:0.038700
 connect:0.023128s pretransfer:0.023240s starttransfer:0.030327s total:0.030390
 connect:0.016863s pretransfer:0.017001s starttransfer:0.025208s total:0.025268
 connect:0.043072s pretransfer:0.043217s starttransfer:0.051917s total:0.051975
 connect:0.093898s pretransfer:0.094035s starttransfer:0.104814s total:0.104871
 connect:0.023461s pretransfer:0.023603s starttransfer:0.031971s total:0.032044
 connect:0.028226s pretransfer:0.028365s starttransfer:0.035970s total:0.036040
 connect:0.034797s pretransfer:0.034904s starttransfer:0.045349s total:0.045404
 connect:0.044241s pretransfer:0.044390s starttransfer:0.055426s total:0.055492
 connect:0.035889s pretransfer:0.036023s starttransfer:0.045269s total:0.045340
 connect:0.040337s pretransfer:0.040488s starttransfer:0.050950s total:0.051037
 connect:0.031051s pretransfer:0.031187s starttransfer:0.040362s total:0.040427
 connect:0.027071s pretransfer:0.027176s starttransfer:0.033951s total:0.034007
 connect:0.023618s pretransfer:0.023765s starttransfer:0.029793s total:0.029853
 connect:0.022856s pretransfer:0.022971s starttransfer:0.029229s total:0.029281
 connect:0.023887s pretransfer:0.024008s starttransfer:0.030047s total:0.030099
 connect:0.022814s pretransfer:0.022938s starttransfer:0.032813s total:0.032864
 connect:0.025000s pretransfer:0.025134s starttransfer:0.032607s total:0.032659
 connect:0.020712s pretransfer:0.020840s starttransfer:0.028362s total:0.028421
 connect:0.027655s pretransfer:0.027767s starttransfer:0.034904s total:0.034962
 connect:0.036893s pretransfer:0.037021s starttransfer:0.044913s total:0.044970
 connect:0.025507s pretransfer:0.025609s starttransfer:0.034208s total:0.034263
 connect:0.037789s pretransfer:0.037924s starttransfer:0.045569s total:0.045628
 connect:0.025815s pretransfer:0.025917s starttransfer:0.032803s total:0.032855
 connect:0.022989s pretransfer:0.023088s starttransfer:0.030656s total:0.030705
 connect:0.026496s pretransfer:0.026622s starttransfer:0.033053s total:0.033102
 connect:0.021123s pretransfer:0.021221s starttransfer:0.027444s total:0.027495
 connect:0.022915s pretransfer:0.023043s starttransfer:0.029070s total:0.029125
 connect:0.024775s pretransfer:0.024907s starttransfer:0.030801s total:0.030856
 connect:0.030528s pretransfer:0.030669s starttransfer:0.038048s total:0.038110
 connect:0.039835s pretransfer:0.039957s starttransfer:0.047577s total:0.047647
 connect:0.148238s pretransfer:0.148373s starttransfer:0.155137s total:0.155195
 connect:0.021062s pretransfer:0.021194s starttransfer:0.032472s total:0.032527
 connect:0.022473s pretransfer:0.022609s starttransfer:0.031188s total:0.031262
 connect:0.031260s pretransfer:0.031380s starttransfer:0.043115s total:0.043172
 connect:0.034042s pretransfer:0.034176s starttransfer:0.042465s total:0.042537
 connect:0.021113s pretransfer:0.021266s starttransfer:0.031244s total:0.031312
 connect:0.031716s pretransfer:0.031854s starttransfer:0.040586s total:0.040655
 connect:0.024847s pretransfer:0.025013s starttransfer:0.033964s total:0.034022
 connect:0.038676s pretransfer:0.038823s starttransfer:0.047520s total:0.047588
 connect:0.042584s pretransfer:0.042758s starttransfer:0.052042s total:0.052106
 connect:0.024281s pretransfer:0.024413s starttransfer:0.032929s total:0.032988
 connect:0.031006s pretransfer:0.031147s starttransfer:0.038838s total:0.038908
 connect:0.054994s pretransfer:0.055140s starttransfer:0.063895s total:0.063969
 connect:0.028072s pretransfer:0.028226s starttransfer:0.041319s total:0.041377
 connect:0.028976s pretransfer:0.029124s starttransfer:0.039700s total:0.039762
 connect:0.029008s pretransfer:0.029139s starttransfer:0.036759s total:0.036817
 connect:0.030979s pretransfer:0.031118s starttransfer:0.043345s total:0.043421
 connect:0.027762s pretransfer:0.027879s starttransfer:0.036121s total:0.036182
 connect:0.035345s pretransfer:0.035486s starttransfer:0.048229s total:0.048289
 connect:0.037379s pretransfer:0.037540s starttransfer:0.046685s total:0.046790
 connect:0.024980s pretransfer:0.025117s starttransfer:0.035192s total:0.035253
 connect:0.026244s pretransfer:0.026381s starttransfer:0.036046s total:0.036104
 connect:0.040019s pretransfer:0.040170s starttransfer:0.047326s total:0.047426
 connect:0.027982s pretransfer:0.028092s starttransfer:0.035754s total:0.035808
 connect:0.026288s pretransfer:0.026422s starttransfer:0.033023s total:0.033092
 connect:0.025936s pretransfer:0.026103s starttransfer:0.032084s total:0.032135
 connect:0.021986s pretransfer:0.022079s starttransfer:0.029965s total:0.030016
 connect:0.023650s pretransfer:0.023767s starttransfer:0.030422s total:0.030478
 connect:0.026703s pretransfer:0.026809s starttransfer:0.032415s total:0.032477
 connect:0.038012s pretransfer:0.038110s starttransfer:0.043640s total:0.043704
 connect:0.031290s pretransfer:0.031443s starttransfer:0.037426s total:0.037482
 connect:0.023756s pretransfer:0.023888s starttransfer:0.031632s total:0.031687
 connect:0.031008s pretransfer:0.031120s starttransfer:0.037322s total:0.037377
 connect:0.025339s pretransfer:0.025442s starttransfer:0.031414s total:0.031469
 connect:0.022859s pretransfer:0.022984s starttransfer:0.028921s total:0.028976
 connect:0.030943s pretransfer:0.031050s starttransfer:0.039520s total:0.039575
 connect:0.041138s pretransfer:0.041259s starttransfer:0.047101s total:0.047171
 connect:0.027803s pretransfer:0.027900s starttransfer:0.034249s total:0.034307
 connect:0.030291s pretransfer:0.030425s starttransfer:0.037217s total:0.037277
 connect:0.024794s pretransfer:0.024919s starttransfer:0.031259s total:0.031324
 connect:0.037061s pretransfer:0.037168s starttransfer:0.043306s total:0.043371
 connect:0.021723s pretransfer:0.021875s starttransfer:0.028168s total:0.028241
 connect:0.029859s pretransfer:0.030016s starttransfer:0.037532s total:0.037591
 connect:0.045438s pretransfer:0.045589s starttransfer:0.053393s total:0.053461
 connect:0.025115s pretransfer:0.025223s starttransfer:0.033459s total:0.033530
 connect:0.029319s pretransfer:0.029452s starttransfer:0.040866s total:0.040929
 connect:0.024075s pretransfer:0.024208s starttransfer:0.034439s total:0.034498
 connect:0.025684s pretransfer:0.025852s starttransfer:0.035962s total:0.036024
 connect:0.040496s pretransfer:0.040628s starttransfer:0.048467s total:0.048568
 connect:0.046297s pretransfer:0.046437s starttransfer:0.059069s total:0.059138
 connect:0.044483s pretransfer:0.044857s starttransfer:0.052201s total:0.052265
 connect:0.027723s pretransfer:0.027838s starttransfer:0.035689s total:0.035749
 connect:0.026473s pretransfer:0.026599s starttransfer:0.036162s total:0.036219
 connect:0.027365s pretransfer:0.027491s starttransfer:0.038978s total:0.039034
 connect:0.041425s pretransfer:0.041534s starttransfer:0.048700s total:0.048756
 connect:0.034985s pretransfer:0.035122s starttransfer:0.047629s total:0.047686
 connect:0.026989s pretransfer:0.027138s starttransfer:0.035462s total:0.035534
 connect:0.040978s pretransfer:0.041100s starttransfer:0.050929s total:0.050988
 connect:0.030247s pretransfer:0.030508s starttransfer:0.040503s total:0.040568
 connect:0.027641s pretransfer:0.027777s starttransfer:0.036693s total:0.036752
 connect:0.024919s pretransfer:0.025066s starttransfer:0.034684s total:0.034739
 connect:0.032479s pretransfer:0.032620s starttransfer:0.041026s total:0.041099
 connect:0.030888s pretransfer:0.031015s starttransfer:0.041419s total:0.041479
 connect:0.040157s pretransfer:0.040312s starttransfer:0.048683s total:0.048755
 connect:0.020564s pretransfer:0.020699s starttransfer:0.027302s total:0.027361
 connect:0.024252s pretransfer:0.024360s starttransfer:0.030288s total:0.030344
 connect:0.024987s pretransfer:0.025114s starttransfer:0.031300s total:0.031378
 connect:0.030618s pretransfer:0.030741s starttransfer:0.036627s total:0.036684
 connect:0.023958s pretransfer:0.024057s starttransfer:0.030927s total:0.030989
 connect:0.026125s pretransfer:0.026225s starttransfer:0.032948s total:0.032998
 connect:0.020734s pretransfer:0.020858s starttransfer:0.026617s total:0.026669
 connect:0.025760s pretransfer:0.025910s starttransfer:0.031961s total:0.032017
 connect:0.026865s pretransfer:0.026958s starttransfer:0.032722s total:0.032791
 connect:0.022647s pretransfer:0.022779s starttransfer:0.029340s total:0.029410
 connect:0.027631s pretransfer:0.027739s starttransfer:0.034958s total:0.035022
 connect:0.044055s pretransfer:0.044191s starttransfer:0.054114s total:0.054168
 connect:0.026433s pretransfer:0.026557s starttransfer:0.032928s total:0.032982
 connect:0.045365s pretransfer:0.045470s starttransfer:0.052955s total:0.053032
 connect:0.028659s pretransfer:0.028779s starttransfer:0.036889s total:0.036937
 connect:0.032075s pretransfer:0.032193s starttransfer:0.038984s total:0.039037
 connect:0.017639s pretransfer:0.017733s starttransfer:0.023711s total:0.023765
 connect:0.032289s pretransfer:0.032409s starttransfer:0.038445s total:0.038499
 connect:0.026938s pretransfer:0.027041s starttransfer:0.035597s total:0.035686
 connect:0.161796s pretransfer:0.161953s starttransfer:0.168882s total:0.168956
 connect:0.025949s pretransfer:0.026059s starttransfer:0.034302s total:0.034371
 connect:0.063983s pretransfer:0.064117s starttransfer:0.074482s total:0.074542
 connect:0.030749s pretransfer:0.030862s starttransfer:0.049386s total:0.049449
 connect:0.029942s pretransfer:0.030045s starttransfer:0.038007s total:0.038062
 connect:0.044103s pretransfer:0.044282s starttransfer:0.052508s total:0.052585
 connect:0.032830s pretransfer:0.032980s starttransfer:0.044857s total:0.044932
 connect:0.031869s pretransfer:0.032041s starttransfer:0.040298s total:0.040366
 connect:0.113723s pretransfer:0.113863s starttransfer:0.124707s total:0.124780
 connect:0.053845s pretransfer:0.056570s starttransfer:0.065212s total:0.065271
 connect:0.027893s pretransfer:0.028021s starttransfer:0.038474s total:0.038548
 connect:0.032670s pretransfer:0.032829s starttransfer:0.043435s total:0.043496
 connect:0.042653s pretransfer:0.042816s starttransfer:0.051239s total:0.051319
 connect:0.033029s pretransfer:0.033188s starttransfer:0.041469s total:0.041538
 connect:0.037418s pretransfer:0.037559s starttransfer:0.045663s total:0.045721
 connect:0.046870s pretransfer:0.047010s starttransfer:0.057746s total:0.057821
 connect:0.027478s pretransfer:0.027611s starttransfer:0.038785s total:0.038846
 connect:0.035004s pretransfer:0.035162s starttransfer:0.043937s total:0.043997
 connect:0.029263s pretransfer:0.029369s starttransfer:0.040698s total:0.040765
 connect:0.053248s pretransfer:0.053403s starttransfer:0.061845s total:0.061917
 connect:0.040291s pretransfer:0.040438s starttransfer:0.049044s total:0.049100
 connect:0.031319s pretransfer:0.031441s starttransfer:0.039090s total:0.039170
 connect:0.027361s pretransfer:0.027485s starttransfer:0.034521s total:0.034582
 connect:0.029080s pretransfer:0.029210s starttransfer:0.034792s total:0.034848
 connect:0.028955s pretransfer:0.029078s starttransfer:0.035049s total:0.035101
 connect:0.028697s pretransfer:0.028846s starttransfer:0.035768s total:0.035830
 connect:0.024670s pretransfer:0.024794s starttransfer:0.031351s total:0.031401
 connect:0.045227s pretransfer:0.045321s starttransfer:0.050685s total:0.050734
 connect:0.021532s pretransfer:0.021656s starttransfer:0.031082s total:0.031132
 connect:0.024344s pretransfer:0.024472s starttransfer:0.031531s total:0.031586
 connect:0.035425s pretransfer:0.035537s starttransfer:0.043739s total:0.043818
 connect:0.030547s pretransfer:0.030690s starttransfer:0.037024s total:0.037082
 connect:0.028349s pretransfer:0.028455s starttransfer:0.034744s total:0.034809
 connect:0.026326s pretransfer:0.026447s starttransfer:0.032163s total:0.032218
 connect:0.026403s pretransfer:0.026504s starttransfer:0.032789s total:0.032850
 connect:0.024549s pretransfer:0.024652s starttransfer:0.031657s total:0.031719
 connect:0.031507s pretransfer:0.031605s starttransfer:0.038574s total:0.038627
 connect:0.025368s pretransfer:0.025524s starttransfer:0.031375s total:0.031437
 connect:0.024960s pretransfer:0.025067s starttransfer:0.030755s total:0.030808
 connect:0.025575s pretransfer:0.025701s starttransfer:0.032177s total:0.032238
 connect:0.028254s pretransfer:0.028374s starttransfer:0.034696s total:0.034758
 connect:0.033481s pretransfer:0.033619s starttransfer:0.043489s total:0.043553
 connect:0.022412s pretransfer:0.022518s starttransfer:0.035416s total:0.035470
 connect:0.034465s pretransfer:0.034579s starttransfer:0.042674s total:0.042753
 connect:0.025582s pretransfer:0.025717s starttransfer:0.033611s total:0.033676
 connect:0.022126s pretransfer:0.022266s starttransfer:0.033826s total:0.033885
 connect:0.036804s pretransfer:0.036918s starttransfer:0.049059s total:0.049126
 connect:0.033528s pretransfer:0.033684s starttransfer:0.046747s total:0.046812
 connect:0.024688s pretransfer:0.024830s starttransfer:0.033454s total:0.033533
 connect:0.026487s pretransfer:0.026630s starttransfer:0.042295s total:0.042388
 connect:0.023483s pretransfer:0.023619s starttransfer:0.032796s total:0.032853
 connect:0.029909s pretransfer:0.030020s starttransfer:0.039969s total:0.040035
 connect:0.026308s pretransfer:0.026434s starttransfer:0.035216s total:0.035300
 connect:0.021953s pretransfer:0.022132s starttransfer:0.030731s total:0.030785
 connect:0.036002s pretransfer:0.036141s starttransfer:0.045523s total:0.045602
 connect:0.037972s pretransfer:0.038113s starttransfer:0.046442s total:0.046501
 connect:0.037909s pretransfer:0.038075s starttransfer:0.047516s total:0.047585
 connect:0.033382s pretransfer:0.033517s starttransfer:0.040382s total:0.040453
 connect:0.025810s pretransfer:0.025955s starttransfer:0.034621s total:0.034701
 connect:0.035166s pretransfer:0.035285s starttransfer:0.043099s total:0.043155
 connect:0.032322s pretransfer:0.032484s starttransfer:0.044921s total:0.044991
 connect:0.027119s pretransfer:0.027260s starttransfer:0.036302s total:0.036357
 connect:0.027285s pretransfer:0.027459s starttransfer:0.036025s total:0.036082
 connect:0.027892s pretransfer:0.028030s starttransfer:0.034633s total:0.034691
 connect:0.024755s pretransfer:0.024889s starttransfer:0.031502s total:0.031569
 connect:0.031555s pretransfer:0.031676s starttransfer:0.037485s total:0.037550
 connect:0.031659s pretransfer:0.031784s starttransfer:0.037775s total:0.037830
 connect:0.017013s pretransfer:0.017169s starttransfer:0.023341s total:0.023395
 connect:0.024629s pretransfer:0.024779s starttransfer:0.031245s total:0.031295
 connect:0.027704s pretransfer:0.027815s starttransfer:0.034648s total:0.034713
 connect:0.026089s pretransfer:0.026214s starttransfer:0.031701s total:0.031756
 connect:0.025413s pretransfer:0.025535s starttransfer:0.031429s total:0.031489
 connect:0.025637s pretransfer:0.025788s starttransfer:0.032053s total:0.032107
 connect:0.032787s pretransfer:0.032895s starttransfer:0.043816s total:0.043869
 connect:0.029662s pretransfer:0.029795s starttransfer:0.036625s total:0.036683
 connect:0.027504s pretransfer:0.027609s starttransfer:0.101215s total:0.101270
 connect:0.025853s pretransfer:0.025975s starttransfer:0.031805s total:0.031860
 connect:0.024609s pretransfer:0.024685s starttransfer:0.032339s total:0.032421
 connect:0.032480s pretransfer:0.032617s starttransfer:0.041833s total:0.041883
 connect:0.020557s pretransfer:0.020667s starttransfer:0.027377s total:0.027428
 connect:0.028995s pretransfer:0.029128s starttransfer:0.036876s total:0.036938
 connect:0.040060s pretransfer:0.040203s starttransfer:0.051821s total:0.051879
 connect:0.031119s pretransfer:0.031356s starttransfer:0.042810s total:0.042873
 connect:0.082088s pretransfer:0.082231s starttransfer:0.090025s total:0.090085
 connect:0.028598s pretransfer:0.028735s starttransfer:0.037389s total:0.037458
 connect:0.020320s pretransfer:0.020431s starttransfer:0.031094s total:0.031160
 connect:0.026213s pretransfer:0.026377s starttransfer:0.035958s total:0.036016
 connect:0.027656s pretransfer:0.027765s starttransfer:0.037276s total:0.037331
 connect:0.051196s pretransfer:0.051332s starttransfer:0.059871s total:0.059966
 connect:0.033210s pretransfer:0.033374s starttransfer:0.046029s total:0.046099
 connect:0.039271s pretransfer:0.039439s starttransfer:0.047674s total:0.047740
 connect:0.037466s pretransfer:0.037623s starttransfer:0.047134s total:0.047193
 connect:0.029509s pretransfer:0.029658s starttransfer:0.038104s total:0.038176
 connect:0.031416s pretransfer:0.031585s starttransfer:0.040703s total:0.040764
 connect:0.029102s pretransfer:0.029271s starttransfer:0.038426s total:0.038484
 connect:0.036646s pretransfer:0.036782s starttransfer:0.044679s total:0.044748
 connect:0.032219s pretransfer:0.032355s starttransfer:0.041922s total:0.041981
 connect:0.032963s pretransfer:0.033138s starttransfer:0.046868s total:0.046937
 connect:0.027568s pretransfer:0.027723s starttransfer:0.037586s total:0.037702
